"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPI30503523408","Female","C10006","A","B","4",3500,"B002","P","N","S133","B",1500,"0",10,8,80,10,8,"Monday",64.1260273972603
"APPJ50037998522","Female","C10003","A","A","4",1200,"B002","P","N","S133","B",0,"0",7,7,88,7,7,"Monday",72.0383561643836
"APPK50376976645","Female","C10028","C","B","4",1400,"B002","P","N","S133","F",0,"0",15,10,90,15,10,"Monday",74.3123287671233
"APPN80074354911","Female","C10040","C","A","4",2000,"B001","P","N","S133","B",1000,"0",30,9,89,30,9,"Monday",73.2712328767123
"APPT80530522524","Female","C10051","B","A","4",1600,"","","N","S143","B",0,"0",29,5,88,29,5,"Monday",71.9315068493151
"APPU40105818634","Female","C10071","B","C","4",2000,"B002","P","N","S133","E",1028.4,"0",13,4,78,13,4,"Monday",61.7972602739726
"APPV30295003703","Female","C10011","B","A","4",1250,"B001","P","N","S151","B",500,"0",8,12,85,8,12,"Monday",69.4575342465753
"APPY40448585045","Female","C10003","A","C","4",7800,"B002","P","N","S133","B",2000,"10",11,5,84,11,5,"Monday",67.8794520547945
"APPZ70851473117","Female","C10073","C","C","4",950,"B002","P","N","S122","B",0,"0",3,11,84,3,11,"Monday",68.3616438356164
"APPE10239389624","Female","C10002","A","A","4",2746.8,"B003","G","N","S133","B",1050,"7",20,4,92,20,4,"Monday",75.827397260274
"APPF80370161727","Female","C10004","A","B","4",1600,"B003","G","N","S133","B",254.9,"0",18,3,85,18,3,"Monday",68.7315068493151
"APPH10119488946","Female","C10006","A","B","4",11000,"B002","P","N","S133","E",8400,"0",20,7,82,20,7,"Monday",66.0684931506849
"APPK60089998215","Female","C10011","B","C","4",1200,"B017","G","N","S133","E",400,"0",7,5,91,7,5,"Monday",74.8712328767123
"APPN40875063533","Female","C10005","A","B","4",1000,"B001","P","N","S133","C",0,"0",22,10,90,22,10,"Monday",74.3315068493151
"APPR30583866905","Female","C10005","A","B","4",1600,"","","N","S159","C",0,"0",29,7,80,29,7,"Monday",64.0931506849315
"APPT40009839105","Female","C10049","C","A","4",3500,"B002","P","N","S133","E",0,"7",14,11,84,14,11,"Monday",68.3917808219178
"APPV80507263336","Female","C10004","A","C","4",1350,"B002","P","N","S133","B",0,"0",25,6,89,25,6,"Monday",73.0054794520548
"APPF60322568333","Female","C10003","A","A","4",1300,"B003","G","N","S143","B",0,"0",26,12,83,26,12,"Monday",67.5041095890411
"APPG50372385406","Female","C10003","A","A","4",1300,"B002","P","N","S143","B",0,"0",26,12,83,26,12,"Monday",67.5041095890411
"APPN70307834109","Female","C10001","A","A","4",3000,"B002","P","N","S133","B",0,"7",3,3,88,3,3,"Monday",71.6931506849315
"APPO90437674246","Female","C10001","A","C","4",1900,"B002","P","N","S133","B",949.6,"0",13,4,85,13,4,"Monday",68.8027397260274
"APPX10516665117","Female","C10002","A","B","2",7050,"B001","P","N","S133","B",700,"10",5,9,82,5,9,"Monday",66.1972602739726
"APPH90823905114","Female","C10003","A","A","4",1500,"B004","P","N","S133","B",1000,"0",6,3,94,6,3,"Monday",77.7041095890411
"APPJ30541982333","Female","C10005","A","B","4",3500,"B001","P","N","S133","B",400,"0",6,12,87,6,12,"Monday",71.4520547945205
"APPL80299821536","Female","C10025","A","C","1",1500,"B005","P","N","S133","C",0,"0",19,6,91,19,6,"Tuesday",74.986301369863
"APPO50580562845","Female","C10135","C","C","4",1550,"B003","G","N","S122","E",550,"0",1,7,85,1,7,"Tuesday",69.0164383561644
"APPB30964006113","Female","C10003","A","A","4",11450,"B014","P","N","S133","B",5000,"0",19,8,86,19,8,"Tuesday",70.1506849315068
"APPC40548793239","Female","C10003","A","B","4",1200,"B006","P","N","S133","B",0,"0",21,3,94,21,3,"Tuesday",77.7424657534247
"APPF30363371528","Female","C10040","C","B","4",600,"B003","G","N","S122","B",0,"0",2,3,95,2,3,"Tuesday",78.6904109589041
"APPG80320819611","Female","C10004","A","A","4",1200,"B022","G","N","S122","B",400,"0",10,7,91,10,7,"Tuesday",75.0438356164384
"APPP10017517528","Female","C10001","A","A","4",1300,"B003","G","N","S133","B",300,"0",21,9,94,21,9,"Tuesday",78.2465753424657
"APPV80884919113","Female","C10003","A","C","4",1700,"B023","G","N","S133","B",0,"0",2,2,84,2,2,"Tuesday",67.6054794520548
"APPX50989172344","Female","C10004","A","A","4",1600,"B022","G","N","S133","E",0,"0",20,7,87,20,7,"Tuesday",71.0684931506849
"APPZ70223988524","Female","C10256","C","C","4",800,"B004","P","N","S133","B",0,"0",2,4,93,2,4,"Tuesday",76.7753424657534
"APPB70148806716","Female","C10005","A","A","4",900,"B001","P","N","S133","E",0,"0",23,7,92,23,7,"Tuesday",76.0821917808219
"APPF60247891103","Female","C10003","A","A","4",1650,"","","N","S133","B",700,"0",26,8,90,26,8,"Tuesday",74.172602739726
"APPJ40080942533","Female","C10001","A","A","4",880,"B003","G","N","S133","C",0,"0",6,9,88,6,9,"Tuesday",72.2027397260274
"APPO90884124024","Female","C10046","C","A","4",1500,"","","N","S133","B",160,"0",17,8,76,17,8,"Tuesday",60.1397260273973
"APPQ20329124207","Female","C10008","A","B","4",1775,"","","N","S133","B",0,"2",2,10,80,2,10,"Tuesday",64.2684931506849
"APPS20472229428","Female","C10026","C","A","1",1120,"B017","G","N","S159","C",0,"0",19,5,85,19,5,"Tuesday",68.8986301369863
"APPU30761024625","Female","C10005","A","B","4",1700,"B016","G","N","S133","C",0,"0",11,2,82,11,2,"Tuesday",65.6301369863014
"APPY90597705025","Female","C10005","A","A","4",1500,"","","N","S127","B",0,"0",10,12,78,10,12,"Tuesday",62.4547945205479
"APPC50713459422","Female","C10006","A","C","4",1100,"B003","G","N","S133","B",0,"0",10,5,90,10,5,"Tuesday",73.8767123287671
"APPD30017534507","Female","C10003","A","A","4",1700,"B006","P","N","S133","B",0,"0",7,4,96,7,4,"Tuesday",79.7917808219178
"APPE80754081602","Female","C10003","A","A","4",2000,"B006","P","N","S133","B",0,"0",7,4,96,7,4,"Tuesday",79.7917808219178
"APPG60440413843","Female","C10005","A","A","4",1600,"B001","P","N","S133","B",0,"0",3,7,91,3,7,"Tuesday",75.0246575342466
"APPK10479702245","Female","C10004","A","A","4",1215,"B001","P","N","S134","B",0,"0",11,2,91,11,2,"Tuesday",74.6356164383562
"APPM10216063412","Female","C10010","A","B","4",5000,"","","N","S122","D",0,"10",3,3,91,3,3,"Tuesday",74.6904109589041
"APPQ50372915823","Female","C10010","A","A","4",2.3,"B001","P","N","S122","F",0,"0",10,10,93,10,10,"Tuesday",77.2986301369863
"APPS40654445026","Female","C10035","C","A","4",4000,"B002","P","N","S133","B",2000,"0",9,4,85,9,4,"Tuesday",68.7890410958904
"APPV60642722334","Female","C10039","B","A","4",1300,"B002","P","N","S133","E",0,"0",3,3,83,3,3,"Tuesday",66.6849315068493
"APPZ30417006702","Female","C10005","A","B","4",1520,"B002","P","N","S133","B",0,"0",31,7,92,31,7,"Wednesday",76.1013698630137
"APPK40338347833","Female","C10021","B","A","4",1000,"B004","P","N","S133","B",300,"0",9,10,88,9,10,"Wednesday",72.2904109589041
"APPO10505658228","Female","C10027","A","C","4",1250,"B002","P","N","S133","B",0,"0",28,2,89,28,2,"Wednesday",72.6794520547945
"APPT10572952745","Female","C10006","A","A","4",2600,"B002","P","N","S133","B",1850,"0",26,5,90,26,5,"Wednesday",73.9178082191781
"APPU20598092845","Female","C10003","A","","5",166.7,"B001","P","N","S133","C",0,"0",24,7,91,24,7,"Wednesday",75.0794520547945
"APPW70051742049","Female","C10004","A","A","4",4800,"B002","P","N","S133","B",0,"0",20,10,83,20,10,"Wednesday",67.3150684931507
"APPD40625665742","Female","C10058","C","A","4",1200,"B035","P","N","S133","E",0,"0",27,8,92,27,8,"Wednesday",76.1753424657534
"APPF10819225912","Female","C10005","A","B","4",3790,"B004","P","N","S133","B",1000,"10",7,8,89,7,8,"Wednesday",73.1178082191781
"APPS20684438241","Female","C10005","A","C","4",1530,"B020","G","N","S127","B",0,"0",28,8,75,28,8,"Wednesday",59.1643835616438
"APPT70167942303","Female","C10008","A","C","4",1250,"B004","P","N","S133","C",0,"0",29,9,96,29,9,"Wednesday",80.2684931506849
"APPV20841539501","Female","C10003","A","C","4",1794,"B001","P","N","S127","B",979.9,"0",11,1,86,11,1,"Wednesday",69.5452054794521
"APPD20330233349","Female","C10435","C","A","4",672.3,"B004","P","N","S143","B",300,"0",8,10,93,8,10,"Wednesday",77.2904109589041
"APPJ10932151905","Female","C10058","C","A","4",1200,"B001","P","N","S133","B",300,"0",26,5,91,26,5,"Wednesday",74.9178082191781
"APPL20227248105","Female","C10003","A","A","4",2700,"B004","P","N","S143","F",1300,"0",25,1,92,25,1,"Wednesday",75.586301369863
"APPP30570536526","Female","C10003","A","A","4",3700,"B006","P","N","S143","B",1000,"7",3,3,86,3,3,"Wednesday",69.6849315068493
"APPQ50623987613","Female","C10567","C","A","4",1200,"B010","G","N","S133","B",0,"0",16,9,92,16,9,"Wednesday",76.2301369863014
"APPX20786783312","Female","C10003","A","B","4",2500,"B004","P","N","S133","B",0,"0",10,2,87,10,2,"Wednesday",70.627397260274
"APPZ20137229548","Female","C10044","C","A","4",1000,"B036","G","N","S133","E",200,"0",1,7,86,1,7,"Wednesday",70.013698630137
"APPC60937831819","Male","C10001","A","A","4",5000,"","","Y","S122","D",0,"10",13,7,87,13,7,"Wednesday",71.0465753424658
"APPG70116873221","Female","C10003","A","B","4",1293.6,"B001","P","N","S133","B",0,"0",2,11,87,2,11,"Wednesday",71.3534246575342
"APPJ80266871524","Female","C10002","A","A","4",900,"B029","G","N","S133","C",0,"0",1,4,88,1,4,"Wednesday",71.7671232876712
"APPS80161471444","Female","C10002","A","B","4",8500,"B001","P","N","S133","B",5000,"0",12,11,82,12,11,"Wednesday",66.3780821917808
"APPU70189189618","Female","C10006","A","C","1",2300,"B001","P","N","S133","B",0,"4",24,7,94,24,7,"Wednesday",78.0821917808219
"APPV40375251728","Female","C10002","A","A","4",2000,"B002","P","N","S122","B",0,"4",10,8,86,10,8,"Wednesday",70.1232876712329
"APPQ30997938814","Female","C10003","A","B","2",1600,"B002","P","N","S133","C",0,"0",19,3,82,19,3,"Thursday",65.7232876712329
"APPU10362081222","Female","C10002","A","A","4",1700,"B010","G","N","S133","B",233.4,"0",6,8,92,6,8,"Thursday",76.1150684931507
"APPZ70000076728","Female","C10412","C","C","4",1320,"B033","G","N","S133","B",0,"0",3,2,91,3,2,"Thursday",74.6082191780822
"APPE80937839246","Female","C10012","A","A","4",1100,"B003","G","N","S133","B",850,"0",8,6,91,8,6,"Thursday",74.9506849315069
"APPF50996514326","Female","C10002","A","B","4",1800,"B004","P","N","S143","B",0,"2",15,9,93,15,9,"Thursday",77.2246575342466
"APPL40333364925","Female","C10005","A","A","4",1400,"B002","P","N","S133","B",0,"0",14,8,88,14,8,"Thursday",72.1342465753425
"APPN50153115116","Female","C10015","C","A","4",1500,"","","N","S133","B",500,"0",25,10,86,25,10,"Thursday",70.3287671232877
"APPO60741967222","Female","C10001","A","A","4",1600,"B003","G","N","S133","B",0,"0",15,3,90,15,3,"Thursday",73.7178082191781
"APPQ20674162438","Female","C10273","C","A","4",1100,"B023","G","N","S133","B",400,"0",7,1,94,7,1,"Thursday",77.5369863013699
"APPV70350917927","Female","C10003","A","A","4",1400,"B002","P","N","S133","B",1200,"0",23,1,84,23,1,"Thursday",67.572602739726
"APPX30723225128","Female","C10013","B","B","4",2067.4,"B002","P","N","S133","B",797.9,"0",1,10,87,1,10,"Thursday",71.2630136986301
"APPA90867091418","Female","C10001","A","A","4",1649.7,"B009","G","N","S133","B",0,"0",30,10,74,30,10,"Thursday",58.3342465753425
"APPJ30501483332","Female","C10269","C","A","4",1200,"B003","G","N","S133","B",250,"0",1,5,86,1,5,"Thursday",69.8438356164384
"APPO70926967834","Female","C10002","A","B","4",2108,"B002","P","N","S133","B",247.5,"0",16,4,82,16,4,"Thursday",65.8
"APPP60165679917","Female","C10031","C","B","4",1150,"B001","P","N","S133","B",250,"0",14,4,84,14,4,"Thursday",67.7972602739726
"APPW20894596606","Female","C10003","A","A","4",7000,"B009","G","N","S134","B",2960,"0",26,5,66,26,5,"Thursday",49.8986301369863
"APPC30649851207","Female","C10002","A","B","4",1980,"B002","P","N","S133","B",0,"2",24,3,92,24,3,"Thursday",75.7452054794521
"APPD90790279316","Female","C10481","C","B","4",8000,"","","N","S122","D",0,"0",14,7,98,14,7,"Thursday",82.0547945205479
"APPN40699372329","Female","C10169","C","A","4",1000,"B003","G","N","S133","B",200,"0",16,1,96,16,1,"Thursday",79.5616438356164
"APPV80410869104","Female","C10002","A","C","4",3820,"B004","P","N","S133","B",0,"0",13,2,85,13,2,"Thursday",68.6328767123288
"APPD30991138931","Female","C10003","A","C","3",1700,"B002","P","N","S133","C",0,"0",16,9,90,16,9,"Friday",74.2219178082192
"APPF10274725112","Female","C10004","A","B","4",4000,"B004","P","N","S133","B",0,"0",23,10,86,23,10,"Friday",70.3205479452055
"APPI90330603413","Female","C10002","A","A","4",2000,"B005","P","N","S133","B",0,"4",25,12,89,25,12,"Friday",73.4958904109589
"APPO10048856018","Female","C10064","C","A","4",2430,"B027","G","N","S127","B",0,"4",10,3,78,10,3,"Friday",61.6931506849315
"APPS60484582421","Female","C10353","C","A","4",5000,"B003","G","N","S133","B",3750,"0",4,4,83,4,4,"Friday",66.7643835616438
"APPV90553844741","Female","C10006","A","B","4",1800,"B011","P","N","S133","B",300,"0",15,3,90,15,3,"Friday",73.7150684931507
"APPX10454026929","Female","C10060","C","C","4",5036.7,"B023","G","N","S151","B",0,"10",10,4,86,10,4,"Friday",69.7835616438356
"APPY60221154038","Female","C10003","A","A","4",5000,"B002","P","N","S137","B",3750,"0",23,10,91,23,10,"Friday",75.3232876712329
"APPB90138388316","Female","C10005","A","B","3",9000,"B001","P","N","S134","B",4900,"0",2,6,82,2,6,"Friday",65.9260273972603
"APPG90926318847","Female","C10002","A","B","4",2700,"B005","P","N","S133","B",0,"7",30,8,90,30,8,"Friday",74.1753424657534
"APPJ70299065141","Female","C10003","A","A","4",1484,"B001","P","N","S127","B",364.1,"0",2,8,89,2,8,"Friday",73.0986301369863
"APPL90147466323","Female","C10005","A","B","4",4200,"B001","P","N","S133","B",1060,"10",19,9,86,19,9,"Friday",70.227397260274
"APPM70247604438","Female","C10060","C","A","4",1000,"B033","G","N","S133","B",100,"0",14,5,82,14,5,"Friday",65.8739726027397
"APPP30423983718","Female","C10004","A","C","4",1450,"B002","P","N","S133","B",500,"0",14,1,91,14,1,"Friday",74.5506849315069
"APPR10050199928","Female","C10001","A","B","4",1500,"B006","P","N","S133","B",0,"0",12,7,91,12,7,"Friday",75.041095890411
"APPS70052521004","Female","C10002","A","B","4",1200,"B004","P","N","S133","B",0,"0",12,7,85,12,7,"Friday",69.0383561643836
"APPW80366833422","Female","C10005","A","A","4",4000,"B002","P","N","S133","B",2000,"0",10,8,67,10,8,"Friday",51.1041095890411
"APPY20350177606","Female","C10004","A","C","4",2800,"B004","P","N","S133","B",0,"10",18,9,81,18,9,"Friday",65.2219178082192
"APPD70632785141","Female","C10005","A","A","4",4200,"B004","P","N","S133","B",1500,"10",3,10,85,3,10,"Friday",69.2657534246575
"APPG50879221403","Female","C10061","C","A","4",1450,"B003","G","N","S133","B",0,"0",29,6,79,29,6,"Friday",62.9972602739726
"APPJ70157178721","Female","C10117","C","A","4",3628.8,"B018","G","N","S127","B",0,"0",5,8,88,5,8,"Saturday",72.1041095890411
"APPK40869096846","Female","C10001","A","B","3",1500,"B001","P","N","S122","B",0,"2",7,5,91,7,5,"Friday",74.8602739726027
"APPN40646297128","Female","C10007","A","A","4",1200,"B002","P","N","S133","B",0,"0",9,11,85,9,11,"Friday",69.3671232876712
"APPO70952793216","Female","C10003","A","A","4",1580,"B002","P","N","S127","B",0,"0",4,6,88,4,6,"Friday",71.9369863013699
"APPT20561353727","Female","C10009","B","C","4",1300,"B002","P","N","S159","B",0,"0",10,10,89,10,10,"Friday",73.2876712328767
"APPU60321385829","Female","C10005","A","B","4",1400,"B019","G","N","S133","B",100,"0",14,3,90,14,3,"Friday",73.7123287671233
"APPW20920728019","Female","C10001","A","","5",175,"B020","G","N","S127","C",0,"0",20,1,81,20,1,"Friday",64.5616438356164
"APPX60124189142","Female","C10038","C","A","4",1000,"B009","G","N","S127","B",250,"0",21,3,95,21,3,"Friday",78.7342465753425
"APPZ20029354319","Female","C10003","A","A","4",1500,"","","N","S133","B",250,"0",10,4,78,10,4,"Friday",61.7780821917808
"APPB10565448515","Female","C10005","A","A","4",1697.4,"B007","G","N","S161","B",500,"0",14,9,82,14,9,"Friday",66.2109589041096
"APPE70236124833","Female","C10016","B","C","3",800,"B009","G","N","S127","B",0,"0",31,8,84,31,8,"Friday",68.1753424657534
"APPP60556013938","Female","C10001","A","C","4",6050,"B016","G","N","S143","B",0,"10",11,7,81,11,7,"Friday",65.0328767123288
"APPZ50739542935","Female","C10001","A","C","4",5000,"","","N","S122","D",0,"10",14,7,90,14,7,"Friday",74.0465753424658
"APPA10681882037","Female","C10006","A","C","1",9300,"B002","P","N","S133","B",2827.3,"10",28,9,86,28,9,"Friday",70.2520547945205
"APPC30982809211","Female","C10088","C","B","4",1450,"B029","G","N","S133","B",300,"0",5,7,83,5,7,"Friday",67.0164383561644
"APPG70335609647","Female","C10007","A","A","4",2500,"B010","G","N","S133","B",450,"7",7,10,75,7,10,"Saturday",59.2657534246575
"APPH90870618723","Female","C10006","A","A","4",2500,"B004","P","N","S133","B",0,"7",3,3,92,3,3,"Saturday",75.6821917808219
"APPI80106741831","Female","C10003","A","A","4",1500,"B006","P","N","S127","C",0,"0",4,2,83,4,2,"Saturday",66.6
"APPL20167225111","Female","C10003","A","A","4",1600,"B007","G","N","S133","C",0,"0",20,3,88,20,3,"Saturday",71.7260273972603
"APPM10759302219","Female","C10004","A","A","4",1100,"B001","P","N","S133","B",300,"0",6,2,92,6,2,"Saturday",75.6109589041096
"APPS20978654816","Female","C10002","A","A","4",3000,"B003","G","N","S133","B",1500,"0",27,9,91,27,9,"Saturday",75.2493150684931
"APPU80436993019","Female","C10023","B","A","4",1500,"B001","P","N","S144","B",500,"0",27,3,82,27,3,"Saturday",65.7397260273973
"APPZ50694328547","Female","C10387","C","A","4",20000,"","","N","S133","B",14900,"0",17,3,82,17,3,"Saturday",65.7123287671233
"APPC90637488816","Female","C10251","C","A","4",4300,"B024","G","N","S133","B",2000,"0",28,7,74,28,7,"Saturday",58.0712328767123
"APPI70754428424","Female","C10004","A","C","4",1250,"B002","P","N","S122","C",0,"0",6,12,73,6,12,"Saturday",57.4301369863014
"APPN40932943902","Female","C10183","C","A","4",870,"B016","G","N","S122","B",400,"0",25,2,91,25,2,"Saturday",74.6630136986301
"APPQ50832706228","Female","C10001","A","B","4",2000,"B020","G","N","S133","B",650,"4",7,7,84,7,7,"Saturday",68.0219178082192
"APPS10546691425","Female","C10003","A","C","1",1200,"B002","P","N","S133","B",0,"0",18,10,92,18,10,"Saturday",76.3095890410959
"APPY80212868048","Female","C10006","A","B","4",8900,"B001","P","N","S133","B",3850,"0",4,7,81,4,7,"Saturday",65.0109589041096
"APPZ20244268138","Female","C10006","A","B","4",8900,"B001","P","N","S133","B",3850,"0",4,7,81,4,7,"Saturday",65.0109589041096
"APPB30500205306","Female","C10004","A","A","4",630,"B029","G","N","S133","B",50,"0",3,6,93,3,6,"Saturday",76.9342465753425
"APPC20403304405","Female","C10024","A","A","4",3000,"","","N","S124","B",1369.7,"0",2,11,88,2,11,"Saturday",72.3479452054794
"APPE70488268602","Female","C10006","A","C","4",1050,"B014","P","N","S133","B",0,"0",3,4,93,3,4,"Saturday",76.7671232876712
"APPH80623257947","Female","C10002","A","C","4",7000,"","","N","S122","D",0,"10",2,5,85,2,5,"Saturday",68.841095890411
"APPJ80355264132","Female","C10019","B","A","4",6000,"B003","G","N","S144","B",0,"10",5,12,68,5,12,"Saturday",52.4246575342466
"APPM70429835437","Female","C10027","A","A","4",4600,"B004","P","N","S122","B",541.1,"7",21,1,89,21,1,"Saturday",72.5671232876712
"APPN60323728548","Female","C10002","A","B","4",1156.5,"B001","P","N","S133","B",600,"0",8,5,92,8,5,"Saturday",75.8630136986301
