"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPX10204913528","Male","C10006","A","A","4",8000,"B002","P","Y","S122","B",1500,50000,4,"10",30,9,85,30,9,"Monday",69.2684931506849
"APPC40648685035","Male","C10007","A","A","4",1900,"B003","G","Y","S143","B",600,14000,3,"2",11,1,90,11,1,"Monday",73.5534246575343
"APPH60763287527","Female","C10001","A","A","4",3500,"B020","G","Y","S133","C",0,54000,5,"4",5,5,90,5,5,"Monday",73.8657534246575
"APPI20724487638","Male","C10017","B","A","4",1800,"B010","G","Y","S133","C",0,40000,5,"2",17,11,85,17,11,"Monday",69.4
"APPJ70247368706","Male","C10002","A","C","4",2800,"B003","G","Y","S133","C",0,40000,4,"7",16,4,86,16,4,"Monday",69.8109589041096
"APPL10860241917","Male","C10053","B","C","4",3300,"B004","P","Y","S133","E",1065,6000,3,"7",3,9,82,3,9,"Monday",66.1917808219178
"APPM70052327002","Male","C10016","B","A","4",1650,"","","Y","S133","B",0,10000,1,"2",22,3,81,22,3,"Monday",64.7397260273973
"APPQ50874592435","Female","C10004","A","B","4",9102.4,"B004","P","Y","S134","B",1550,60000,4,"10",14,7,78,14,7,"Monday",62.0493150684932
"APPT90981629731","Male","C10001","A","C","4",5800,"B003","G","Y","S156","B",0,1e+05,5,"10",10,4,84,10,4,"Monday",67.7945205479452
"APPU40295361806","Male","C10001","A","A","4",24000,"","","Y","S143","B",185,50000,5,"10",4,10,85,4,10,"Monday",69.2794520547945
"APPW70728038023","Male","C10003","A","C","4",3600,"B002","P","Y","S133","B",0,20000,3,"10",20,11,82,20,11,"Monday",66.4054794520548
"APPY60643965246","Male","C10003","A","A","4",24000,"B007","G","Y","S133","C",0,150000,5,"7",23,10,86,23,10,"Monday",70.3315068493151
"APPB30355581512","Male","C10028","C","A","4",3200,"B004","P","Y","S133","B",1500,33000,3,"0",2,9,83,2,9,"Monday",67.1890410958904
"APPC10547586633","Female","C10001","A","B","4",4500,"B001","P","Y","S133","E",1000,30000,4,"10",25,7,88,25,7,"Monday",72.0876712328767
"APPF20865309933","Male","C10040","C","A","4",3500,"B003","G","Y","S143","C",0,54000,5,"4",19,4,88,19,4,"Monday",71.8219178082192
"APPI90405604214","Male","C10003","A","A","4",10800,"B001","P","Y","S133","C",0,150000,5,"7",25,2,82,25,2,"Monday",65.6712328767123
"APPK10394686427","Male","C10006","A","A","4",1350,"B001","P","Y","S133","C",0,30000,5,"2",20,8,92,20,8,"Tuesday",76.158904109589
"APPT30845477337","Male","C10003","A","B","4",6500,"B006","P","Y","S133","B",0,171000,5,"10",24,7,81,24,7,"Tuesday",65.0767123287671
"APPU30980031412","Male","C10001","A","B","4",3400,"B002","P","Y","S143","B",578.4,20000,2,"7",18,1,88,18,1,"Tuesday",71.5671232876712
"APPV70464554521","Male","C10001","A","A","4",3000,"B006","P","Y","S133","E",0,50000,5,"7",28,12,86,28,12,"Tuesday",70.5095890410959
"APPK70104158035","Female","C10005","A","A","5",2500,"B017","G","Y","S159","B",0,50000,5,"7",18,3,91,18,3,"Tuesday",74.7315068493151
"APPL90784267109","Female","C10005","A","B","4",2700,"B001","P","Y","S133","B",0,20000,1,"7",11,10,92,11,10,"Tuesday",76.3013698630137
"APPM60327772214","Male","C10128","C","A","4",7000,"B003","G","Y","S133","B",4.8,1e+05,4,"10",15,7,59,15,7,"Tuesday",43.0356164383562
"APPN50730574308","Male","C10260","C","A","4",19800,"B048","P","Y","S133","B",0,20000,5,"10",4,6,87,4,6,"Tuesday",70.9424657534247
"APPR60543802701","Male","C10004","A","B","4",10000,"B001","P","Y","S133","B",0,150000,5,"10",24,12,78,24,12,"Tuesday",62.4931506849315
"APPD20210274913","Male","C10001","A","A","4",2200,"B001","P","Y","S133","B",400,20000,4,"4",25,10,91,25,10,"Wednesday",75.3342465753425
"APPG70781842233","Male","C10006","A","B","2",6500,"B004","P","Y","S133","B",2000,20000,2,"10",1,1,87,1,1,"Tuesday",70.5205479452055
"APPI10292895401","Male","C10179","C","C","2",3000,"B002","P","Y","S122","E",0,50000,5,"7",23,7,89,23,7,"Tuesday",73.0794520547945
"APPT30003743534","Male","C10003","A","A","4",5600,"B009","G","Y","S156","B",0,50000,3,"10",27,6,83,27,6,"Tuesday",67.0027397260274
"APPW10802427848","Female","C10006","A","A","4",2800,"B002","P","Y","S133","C",0,42000,5,"4",15,1,90,15,1,"Tuesday",73.5616438356164
"APPX50847001901","Male","C10009","B","A","1",3100,"B012","G","Y","S143","B",1004.9,30000,5,"10",15,8,82,15,8,"Tuesday",66.1369863013699
"APPL20754956313","Male","C10001","A","A","1",3000,"B001","P","Y","S133","B",0,17000,2,"10",16,8,91,16,8,"Tuesday",75.1452054794521
"APPO90527013648","Male","C10076","C","C","4",3850,"B002","P","Y","S133","B",0,50000,5,"7",11,1,92,11,1,"Tuesday",75.5506849315069
"APPP80662398735","Male","C10002","A","A","4",2100,"B002","P","Y","S133","B",100,10000,1,"4",5,5,92,5,5,"Tuesday",75.8657534246575
"APPR80054558907","Male","C10038","C","C","1",2050,"B002","P","Y","S133","C",0,32000,5,"4",8,5,93,8,5,"Tuesday",76.8739726027397
"APPT30673148148","Male","C10096","C","A","4",2500,"B002","P","Y","S133","B",0,30000,3,"7",30,5,93,30,5,"Tuesday",76.9342465753425
"APPC80399226017","Male","C10003","A","B","4",5800,"B002","P","Y","S122","B",1800,10000,2,"10",16,11,86,16,11,"Wednesday",70.3917808219178
"APPF30442909319","Male","C10002","A","B","4",8200,"B003","G","Y","S133","B",5000,50000,2,"0",27,5,87,27,5,"Wednesday",70.9178082191781
"APPG60792418401","Male","C10003","A","A","4",2500,"B001","P","Y","S137","B",400,50000,5,"7",12,6,88,12,6,"Wednesday",71.9643835616438
"APPA20712823448","Male","C10034","C","A","1",10000,"B001","P","Y","S122","B",0,120000,5,"10",10,11,89,10,11,"Wednesday",73.3780821917808
"APPE60401478849","Male","C10238","C","A","4",5300,"B002","P","Y","S133","E",546.1,30000,5,"10",10,6,86,10,6,"Wednesday",69.9561643835616
"APPH60409321104","Male","C10004","A","A","4",4800,"B002","P","Y","S133","B",0,30000,5,"10",20,10,83,20,10,"Wednesday",67.3150684931507
"APPK70748566447","Male","C10001","A","C","4",10000,"B001","P","Y","S122","B",0,20000,2,"10",11,1,82,11,1,"Wednesday",65.5424657534247
"APPP50048656911","Male","C10005","A","C","4",1642.4,"B001","P","Y","S133","B",324.2,18000,3,"2",13,8,85,13,8,"Wednesday",69.1315068493151
"APPQ60415477022","Male","C10002","A","B","4",4200,"B002","P","Y","S122","B",0,30000,5,"10",4,5,90,4,5,"Wednesday",73.8575342465753
"APPU90150979438","Male","C10004","A","A","4",2250,"B004","P","Y","S133","B",0,20000,3,"4",10,9,85,10,9,"Wednesday",69.2082191780822
"APPX90732106746","Male","C10003","A","A","4",2050,"B004","P","Y","S122","B",550,13000,2,"4",1,2,88,1,2,"Wednesday",71.6027397260274
"APPB80234335131","Male","C10238","C","C","1",2900,"B001","P","Y","S133","B",0,20000,3,"7",24,2,86,24,2,"Wednesday",69.6657534246575
"APPG20987931624","Male","C10001","A","B","4",1900,"B001","P","Y","S133","B",500,10000,2,"2",25,1,89,25,1,"Wednesday",72.586301369863
"APPH10434483737","Male","C10001","A","B","4",5000,"B003","G","Y","S122","B",0,50000,4,"10",7,3,78,7,3,"Wednesday",61.6904109589041
"APPI70725565825","Female","C10001","A","C","4",1900,"B003","G","Y","S133","B",0,10000,5,"2",29,3,75,29,3,"Wednesday",58.7479452054795
"APPK80755971043","Male","C10002","A","B","2",5000,"B002","P","Y","S122","B",0,20000,1,"10",15,7,89,15,7,"Wednesday",73.0547945205479
"APPN30234861315","Male","C10002","A","A","4",2500,"","","Y","S133","E",200,5000,2,"7",8,10,88,8,10,"Wednesday",72.2876712328767
"APPO40425986436","Female","C10001","A","A","4",6000,"B002","P","Y","S122","B",252.5,1e+05,5,"10",12,6,69,12,6,"Wednesday",52.9506849315068
"APPT10481824943","Male","C10085","C","B","4",20000,"B001","P","Y","S133","B",0,50000,1,"10",6,2,89,6,2,"Wednesday",72.6191780821918
"APPV10805168102","Female","C10001","A","B","4",2350,"B008","G","Y","S133","B",0,20000,5,"4",17,1,88,17,1,"Wednesday",71.5616438356164
"APPA10777598643","Female","C10004","A","B","4",6500,"B003","G","Y","S137","B",0,30000,3,"10",4,4,85,4,4,"Wednesday",68.772602739726
"APPB10238193739","Male","C10002","A","A","1",2600,"B001","P","Y","S133","B",0,10000,2,"10",1,8,87,1,8,"Wednesday",71.0986301369863
"APPI80960371427","Male","C10005","A","A","4",3200,"B032","G","Y","S133","B",725.4,50000,5,"7",17,12,84,17,12,"Wednesday",68.4767123287671
"APPM50253644839","Male","C10007","A","A","4",1930,"B003","G","Y","S133","C",0,43000,5,"2",5,4,72,5,4,"Wednesday",55.7671232876712
"APPN30566416936","Male","C10002","A","A","4",6000,"B040","P","Y","S122","F",0,104000,5,"7",14,10,82,14,10,"Wednesday",66.2986301369863
"APPQ60952678219","Male","C10407","C","B","4",6700,"B001","P","Y","S133","B",517.7,30000,5,"7",3,2,86,3,2,"Wednesday",69.6082191780822
"APPR20768147343","Male","C10069","C","C","4",2297.2,"B001","P","Y","S127","B",0,20000,3,"4",6,10,79,6,10,"Thursday",63.2712328767123
"APPT10583047535","Male","C10161","C","A","1",6000,"B003","G","Y","S133","B",0,60000,2,"10",5,5,89,5,5,"Wednesday",72.8602739726027
"APPW10374351829","Male","C10001","A","B","4",3268.5,"B001","P","Y","S133","C",0,50000,5,"4",4,3,90,4,3,"Wednesday",73.6904109589041
"APPB80903716327","Female","C10002","A","A","4",4500,"B003","G","Y","S133","C",0,74000,5,"7",21,1,81,21,1,"Wednesday",64.5698630136986
"APPC10932919406","Male","C10020","A","B","1",5900,"B026","P","Y","S133","F",0,106000,5,"10",9,10,84,9,10,"Wednesday",68.2876712328767
"APPF30052459708","Male","C10009","B","A","4",2600,"B020","G","Y","S133","F",0,39000,5,"7",3,2,84,3,2,"Wednesday",67.6054794520548
"APPO70825221623","Male","C10001","A","A","4",1861.2,"B002","P","Y","S134","B",0,30000,5,"2",5,10,88,5,10,"Thursday",72.2767123287671
"APPR70759005931","Male","C10003","A","B","4",3050,"B001","P","Y","S133","B",150,10000,1,"7",25,1,86,25,1,"Thursday",69.5808219178082
"APPT40147771124","Female","C10005","A","A","4",2200,"","","Y","S133","B",250,20000,3,"4",20,11,92,20,11,"Thursday",76.4054794520548
"APPD20458304139","Male","C10007","A","B","4",1000,"B001","P","Y","S122","E",0,19000,5,"0",25,3,88,25,3,"Thursday",71.7452054794521
"APPI70777986624","Male","C10017","B","C","4",3000,"B003","G","Y","S133","B",0,20000,4,"10",5,10,84,5,10,"Thursday",68.2739726027397
"APPK50842361847","Male","C10040","C","C","4",2050,"B002","P","Y","S133","B",0,46000,5,"4",15,8,82,15,8,"Thursday",66.1315068493151
"APPU30920193816","Male","C10005","A","A","4",3600,"B001","P","Y","S133","B",0,20000,1,"7",7,1,85,7,1,"Thursday",68.5315068493151
"APPC70283368632","Male","C10006","A","A","4",5000,"B002","P","Y","S133","B",2000,56000,5,"10",29,5,83,29,5,"Thursday",66.9178082191781
"APPD50833684742","Male","C10001","A","A","4",4000,"B008","G","Y","S127","B",0,50000,5,"10",7,9,69,7,9,"Thursday",53.186301369863
"APPG40455243027","Male","C10008","A","B","4",2140,"B002","P","Y","S133","B",0,10000,2,"4",29,3,90,29,3,"Thursday",73.7561643835616
"APPM20270476616","Male","C10065","C","A","4",10650,"","","Y","S133","B",154.3,10000,3,"10",4,5,73,4,5,"Thursday",56.8438356164384
"APPN10684433747","Female","C10003","A","C","4",2600,"B004","P","Y","S133","B",0,68000,5,"10",19,11,92,19,11,"Thursday",76.4027397260274
"APPQ50887815015","Female","C10003","A","B","2",5900,"B005","P","Y","S133","B",202.5,50000,3,"10",4,2,79,4,2,"Thursday",62.6027397260274
"APPR40058092125","Male","C10006","A","A","4",1950,"B003","G","Y","S133","B",0,44000,5,"2",23,6,89,23,6,"Thursday",72.9917808219178
"APPY50726728828","Male","C10014","B","A","4",3350,"B007","G","Y","S133","B",1200,10000,2,"10",30,10,87,30,10,"Thursday",71.3424657534247
"APPB10118714127","Male","C10006","A","A","1",6500,"B001","P","Y","S127","B",900,70000,5,"10",16,10,91,16,10,"Thursday",75.3068493150685
"APPF80579709522","Male","C10006","A","A","4",9000,"B002","P","Y","S133","B",3000,10000,1,"10",30,1,64,30,1,"Thursday",47.5780821917808
"APPH70209197706","Male","C10006","A","C","4",4550,"B001","P","Y","S159","C",0,80000,5,"7",15,5,88,15,5,"Thursday",71.8849315068493
"APPI80531795819","Male","C10003","A","C","4",3350,"B001","P","Y","S133","B",0,30000,5,"10",7,2,90,7,2,"Thursday",73.6191780821918
"APPL70881987122","Male","C10016","B","B","4",3000,"B007","G","Y","S133","B",1000,41000,5,"10",17,11,89,17,11,"Thursday",73.3945205479452
"APPO90692315409","Male","C10004","A","A","1",1900,"B006","P","Y","S133","C",0,44000,5,"2",28,5,93,28,5,"Thursday",76.9232876712329
"APPP70024216526","Male","C10001","A","A","4",1900,"B004","P","Y","S133","C",0,43000,5,"2",24,4,83,24,4,"Thursday",66.8219178082192
"APPQ60150322626","Male","C10003","A","C","4",2054.1,"B001","P","Y","S133","B",0,20000,5,"4",3,2,85,3,2,"Thursday",68.6054794520548
"APPT30397619913","Male","C10008","A","C","4",1500,"B002","P","Y","S133","C",0,35000,5,"2",11,6,89,11,6,"Thursday",72.958904109589
"APPA60820075625","Male","C10040","C","A","4",3700,"B003","G","Y","S151","B",0,50000,5,"7",29,3,80,29,3,"Thursday",63.7506849315068
"APPG30691021234","Male","C10004","A","B","4",2500,"B004","P","Y","S133","B",0,30000,4,"10",19,7,89,19,7,"Friday",73.0602739726027
"APPK80882144635","Male","C10001","A","A","4",5000,"B001","P","Y","S133","B",1800,30000,4,"10",9,3,92,9,3,"Friday",75.7013698630137
"APPM60951016813","Female","C10002","A","A","4",2500,"B003","G","Y","S127","C",0,36000,5,"4",16,6,84,16,6,"Friday",67.9671232876712
"APPP50313364116","Male","C10019","B","B","4",3666.4,"B001","P","Y","S133","B",0,59000,5,"7",24,11,79,24,11,"Friday",63.4027397260274
"APPQ60685702209","Male","C10001","A","B","4",8400,"B002","P","Y","S127","C",0,120000,4,"7",2,3,72,2,3,"Friday",55.6684931506849
"APPU60698452634","Male","C10002","A","B","4",5000,"B004","P","Y","S143","B",0,10000,1,"10",22,11,87,22,11,"Friday",71.4027397260274
"APPA20487807241","Female","C10004","A","B","4",6500,"B004","P","Y","S137","B",0,50000,4,"10",9,11,85,9,11,"Friday",69.3671232876712
"APPF90375456744","Male","C10002","A","B","4",6500,"B001","P","Y","S133","B",0,20000,5,"10",6,8,85,6,8,"Friday",69.1068493150685
"APPI40737416014","Male","C10003","A","A","4",4000,"B001","P","Y","S134","B",900,10000,2,"10",15,1,77,15,1,"Friday",60.5452054794521
"APPK10841912208","Male","C10002","A","B","4",3200,"B001","P","Y","S127","B",0,10000,3,"7",5,5,85,5,5,"Friday",68.8520547945206
"APPO30530834604","Female","C10005","A","B","4",5500,"B001","P","Y","S143","B",0,30000,2,"10",27,2,87,27,2,"Friday",70.6684931506849
"APPT90159132109","Male","C10006","A","C","4",1920,"B004","P","Y","S133","C",0,44000,5,"2",15,8,87,15,8,"Friday",71.1315068493151
"APPV30747689323","Male","C10004","A","A","4",3400,"","","Y","S137","B",0,20000,2,"7",9,7,76,9,7,"Friday",60.0246575342466
"APPH90417584529","Male","C10301","C","C","4",2610,"B003","G","Y","S133","B",0,30000,5,"7",24,3,81,24,3,"Friday",64.7342465753425
"APPS60722964622","Male","C10006","A","B","4",1600,"B002","P","Y","S143","B",0,10000,3,"2",8,5,87,8,5,"Friday",70.8602739726027
"APPV60109444902","Male","C10010","A","B","4",4000,"B005","P","Y","S122","B",2478,16000,5,"0",11,11,86,11,11,"Friday",70.372602739726
"APPY90458773213","Male","C10001","A","C","4",7000,"B004","P","Y","S124","B",2359,20000,2,"10",12,4,86,12,4,"Friday",69.7890410958904
"APPA90083961436","Male","C10047","B","A","1",2500,"B003","G","Y","S133","C",0,36000,5,"4",1,7,79,1,7,"Friday",63.0027397260274
"APPC50637162604","Male","C10002","A","C","4",1650,"B001","P","Y","S133","B",0,20000,5,"2",1,8,91,1,8,"Friday",75.0958904109589
"APPF50119817927","Male","C10003","A","A","4",5400,"B001","P","Y","S133","B",0,10000,1,"10",12,7,88,12,7,"Friday",72.041095890411
"APPG20678003028","Male","C10001","A","B","4",3385,"B001","P","Y","S122","B",0,20000,4,"10",26,3,92,26,3,"Friday",75.7479452054795
"APPH70745494135","Male","C10006","A","B","4",4600,"B007","G","Y","S133","B",1058.4,50000,3,"10",4,7,86,4,7,"Friday",70.0164383561644
"APPI30585942205","Female","C10015","C","A","4",3700,"B003","G","Y","S133","B",1809.4,66000,5,"0",28,10,83,28,10,"Friday",67.3315068493151
"APPM10928848635","Male","C10002","A","C","4",1650,"B001","P","Y","S133","B",0,38000,5,"2",1,8,91,1,8,"Friday",75.0958904109589
"APPT60829242333","Male","C10001","A","B","4",5100,"B041","P","Y","S133","C",0,65000,3,"7",6,2,78,6,2,"Friday",61.6054794520548
"APPV60867466529","Male","C10004","A","C","4",5300,"B003","G","Y","S137","B",0,50000,5,"10",15,9,83,15,9,"Friday",67.213698630137
"APPB70549594106","Male","C10116","C","C","4",2800,"B003","G","Y","S134","B",0,30000,5,"7",5,9,85,5,9,"Friday",69.1890410958904
"APPD90642252321","Male","C10005","A","A","4",7865,"B002","P","Y","S133","B",1500,50000,5,"10",3,3,91,3,3,"Saturday",74.6794520547945
"APPJ20012529941","Male","C10002","A","B","2",2500,"B004","P","Y","S133","C",0,39000,5,"4",26,8,89,26,8,"Saturday",73.1616438356164
"APPN70255623326","Female","C10028","C","A","4",4100,"B004","P","Y","S133","C",0,67000,5,"7",31,8,78,31,8,"Saturday",62.1671232876712
"APPO70269577438","Male","C10007","A","A","4",2200,"B004","P","Y","S144","C",0,41000,5,"4",1,5,83,1,5,"Saturday",66.8356164383562
"APPQ50928393614","Female","C10004","A","B","4",34000,"B004","P","Y","S137","B",0,30000,3,"10",2,9,75,2,9,"Saturday",59.1698630136986
"APPV50525543136","Female","C10003","A","B","4",2950,"","","Y","S133","B",0,10000,2,"7",5,11,89,5,11,"Saturday",73.3561643835616
"APPW50398116244","Male","C10018","C","A","4",5500,"B003","G","Y","S143","B",0,145000,5,"10",4,7,64,4,7,"Saturday",48
"APPK40737685636","Male","C10002","A","C","4",5000,"B003","G","Y","S133","B",0,40000,3,"10",10,6,84,10,6,"Saturday",67.9479452054795
"APPL80249532709","Male","C10004","A","C","4",7400,"B002","P","Y","S133","C",0,120000,5,"10",6,2,79,6,2,"Saturday",62.6027397260274
"APPG60630965843","Male","C10004","A","A","2",10000,"B011","P","Y","S133","B",100,20000,3,"10",28,3,81,28,3,"Saturday",64.7424657534247
"APPY50372219626","Male","C10004","A","B","2",4700,"B002","P","Y","S133","B",0,1e+05,5,"10",17,5,84,17,5,"Sunday",67.8794520547945
"APPC90760358018","Male","C10012","A","A","4",1940,"B004","P","Y","S133","C",0,43000,5,"2",4,7,78,4,7,"Sunday",62.0054794520548
"APPE40932823206","Male","C10007","A","A","4",4282.4,"B002","P","Y","S133","B",0,1e+05,5,"10",16,5,89,16,5,"Sunday",72.8794520547945
"APPF50504207306","Male","C10003","A","C","4",2000,"B004","P","Y","S133","B",600,16000,3,"4",7,4,84,7,4,"Sunday",67.7698630136986
"APPG30109796435","Male","C10002","A","B","4",3600,"B005","P","Y","S143","B",957.3,20000,4,"10",1,9,78,1,9,"Sunday",62.1671232876712
"APPN60964684104","Male","C10023","B","B","4",2000,"B003","G","Y","S133","C",0,29000,5,"4",1,5,91,1,5,"Sunday",74.8383561643836
"APPQ70523261433","Female","C10006","A","B","2",1700,"","","Y","S143","B",0,39000,5,"2",28,11,87,28,11,"Sunday",71.413698630137
"APPH90838741118","Male","C10054","C","C","4",1500,"B003","G","Y","S143","B",0,20000,3,"2",16,6,87,16,6,"Sunday",70.9616438356164
"APPP10240177948","Male","C10005","A","A","4",5500,"B002","P","Y","S133","C",0,95000,5,"7",11,8,90,11,8,"Sunday",74.1178082191781
"APPW40262126641","Male","C10004","A","B","4",4495,"B001","P","Y","S134","C",0,74000,5,"10",31,8,91,31,8,"Sunday",75.172602739726
"APPC10741377204","Male","C10002","A","B","4",6000,"B011","P","Y","S133","C",0,105000,5,"7",6,8,82,6,8,"Sunday",66.0986301369863
"APPD60798335335","Male","C10008","A","C","1",3500,"B004","P","Y","S133","C",0,48000,4,"7",9,7,85,9,7,"Sunday",69.0246575342466
"APPF40533581504","Male","C10002","A","C","4",2250,"B002","P","Y","S133","B",550,31000,5,"4",19,6,89,19,6,"Sunday",72.972602739726
"APPH40139475731","Male","C10007","A","C","4",2000,"B001","P","Y","S122","C",0,31000,5,"4",12,6,93,12,6,"Monday",76.9534246575342
"APPL50284303141","Female","C10002","A","A","4",3500,"B005","P","Y","S133","B",0,5000,1,"7",12,11,79,12,11,"Monday",63.3616438356164
"APPN10332852327","Male","C10007","A","A","4",2295.1,"B003","G","Y","S133","C",0,33000,5,"4",22,1,91,22,1,"Monday",74.5643835616438
"APPO40334819408","Male","C10010","A","A","4",5000,"B001","P","Y","S133","C",0,82000,5,"7",1,9,79,1,9,"Monday",63.1643835616438
"APPP20558884535","Male","C10010","A","A","4",2700,"B012","G","Y","S153","C",0,40000,5,"7",1,8,70,1,8,"Monday",54.0739726027397
"APPS80919762845","Male","C10005","A","A","1",7000,"B001","P","Y","S133","B",2500,30000,3,"10",13,6,86,13,6,"Monday",69.9506849315069
"APPU90309821012","Female","C10007","A","A","4",4600,"B003","G","Y","S133","B",0,30000,5,"10",1,7,62,1,7,"Monday",45.9835616438356
"APPB30459814728","Male","C10001","A","C","1",4000,"B002","P","Y","S133","C",0,70000,5,"7",29,8,89,29,8,"Monday",73.1643835616438
"APPJ50754958542","Female","C10004","A","A","4",1800,"","","Y","S133","B",400,20000,5,"2",16,2,83,16,2,"Monday",66.627397260274
